"title","description","organisation_political","organisation_type","organisation_featuring_priority","potential_service","potential_service_link"
"Traffic Commissioners for Great Britain","Traffic Commissioners are responsible for the licensing and regulation of those who operate heavy goods vehicles, buses and coaches, and the registration of local bus services. They are assisted in this work by deputy Traffic Commissioners, who preside over a number of public inquiries. TC is a tribunal of the Department for Transport .",FALSE,"tribunal","service","Office access and opening times","https://www.gov.uk/government/organisations/traffic-commissioners/about/access-and-opening"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Driving tests and theory tests","https://www.gov.uk/transport/driving-and-motorcycle-tests"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","MOT tests","https://www.gov.uk/transport/mots"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Driving licences","https://www.gov.uk/transport/driving-licences"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Operator licences","https://www.gov.uk/transport/vehicle-operator-licences"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","HGV and bus drivers and Driver CPC","https://www.gov.uk/transport/professional-driving-of-lorries-buses-and-coaches"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","ADIs and motorcycle instructors","https://www.gov.uk/topic/driving-motorcyle-instructors"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Vehicle approval and modification","https://www.gov.uk/transport/vehicle-manufacturing-and-modification"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Vehicle recalls and faults","https://www.gov.uk/transport/vehicle-recalls"
"Driver and Vehicle Standards Agency","We carry out driving tests, approve people to be driving instructors and MOT testers, carry out tests to make sure lorries and buses are safe to drive, carry out roadside checks on drivers and vehicles, and monitor vehicle recalls. DVSA is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Contact DVSA","https://www.gov.uk/contact-dvsa/y"
"Office of Rail and Road","The Office of Rail and Road (ORR) is the independent safety and economic regulator for Britain’s railways and monitor of National Highways. It is responsible for ensuring that railway operators comply with health and safety law. It regulates Network Rail’s activities and funding requirements, regulates access to the railway network, licenses the operators of railway assets and publishes rail statistics. ORR is also the competition authority for the railways and enforces consumer protection law in relation to the railway. As highways monitor ORR is responsible for monitoring National Highways’ management of the strategic road network – the motorways and main ‘A’ roads in England. ORR is a non-ministerial department.",FALSE,"non_ministerial_department","news","no_featured_links",NA
"Transport Focus","Transport Focus, formerly Passenger Focus, is the independent watchdog representing the interests of Britain’s rail passengers, bus and tram passengers in England (outside of London) and passengers on scheduled domestic coach services in England. It also represents users of England’s major roads (the ‘strategic road network’). Transport Focus offers advice to the public and takes up passengers’ complaints that train companies have failed to resolve. It aims to secure improvements, influence decisions and get the best deal for passengers and road users with an emphasis on evidence-based campaigning and research. Transport Focus is an executive non-departmental public body, sponsored by the Department for Transport .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Highways England","Highways England operates, maintains and improves England’s motorways and major A roads.",FALSE,"other","news","Improvements and major road projects","https://www.highwaysengland.co.uk/roads"
"Highways England","Highways England operates, maintains and improves England’s motorways and major A roads.",FALSE,"other","news","Live traffic information","http://www.trafficengland.com/"
"Highways England","Highways England operates, maintains and improves England’s motorways and major A roads.",FALSE,"other","news","Planned roadworks","https://www.highwaysengland.co.uk/roadworks-search/"
"Highways England","Highways England operates, maintains and improves England’s motorways and major A roads.",FALSE,"other","news","Roads managed by Highways England ","https://www.gov.uk/government/publications/roads-managed-by-the-highways-agency"
"Highways England","Highways England operates, maintains and improves England’s motorways and major A roads.",FALSE,"other","news","Toll road charges","https://www.gov.uk/uk-toll-roads"
"East West Railway Company Limited","The East West Railway Company is a non-departmental public arm’s length body set up by the government to accelerate the East West Rail project – a new rail link between Cambridge and Oxford. EWRC is an executive non-departmental public body, sponsored by the Department for Transport .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Network Rail","Network Rail owns, operates, maintains and develops Britain’s railway. Network Rail is responsible for ensuring that the railway is safe and reliable. Network Rail is an executive non-departmental public body, sponsored by the Department for Transport .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Independent Commission on Civil Aviation Noise","",FALSE,"advisory_ndpb","news","no_featured_links",NA
"National Highways","National Highways is an executive non-departmental public body, sponsored by the Department for Transport .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Active Travel England","Active Travel England is the government’s executive agency responsible for making walking, wheeling and cycling the preferred choice for everyone to get around in England. ATE is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Cycling and Walking Investment Strategy 2 (CWIS 2)","https://www.gov.uk/government/publications/the-second-cycling-and-walking-investment-strategy"
"Active Travel England","Active Travel England is the government’s executive agency responsible for making walking, wheeling and cycling the preferred choice for everyone to get around in England. ATE is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Gear Change: a bold vision for cycling and walking","https://www.gov.uk/government/publications/cycling-and-walking-plan-for-england"
"Active Travel England","Active Travel England is the government’s executive agency responsible for making walking, wheeling and cycling the preferred choice for everyone to get around in England. ATE is an executive agency, sponsored by the Department for Transport .",FALSE,"executive_agency","service","Active Travel England’s framework document","https://www.gov.uk/government/publications/active-travel-england-framework-document-for-working-with-department-for-transport"
"Equality 2025","Equality 2025, a body of publicly-appointed disabled people, offered strategic, confidential advice to government on issues that affect disabled people.",FALSE,"advisory_ndpb","news","no_featured_links",NA
"Industrial Injuries Advisory Council","The Industrial Injuries Advisory Council (IIAC) is an independent scientific advisory body that looks at industrial injuries benefit and how it is administered. IIAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","news","Claim Industrial Injuries Disablement Benefit (IIDB)","https://www.gov.uk/industrial-injuries-disablement-benefit"
"Industrial Injuries Advisory Council","The Industrial Injuries Advisory Council (IIAC) is an independent scientific advisory body that looks at industrial injuries benefit and how it is administered. IIAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","news","Prescribed diseases covered by IIDB","https://www.gov.uk/government/publications/industrial-injuries-disablement-benefits-technical-guidance/industrial-injuries-disablement-benefits-technical-guidance#appendix-1-list-of-diseases-covered-by-industrial-injuries-disablement-benefit"
"Industrial Injuries Advisory Council","The Industrial Injuries Advisory Council (IIAC) is an independent scientific advisory body that looks at industrial injuries benefit and how it is administered. IIAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","news","Read our independent reports","https://www.gov.uk/government/collections/position-papers-industrial-injuries-advisory-council"
"Industrial Injuries Advisory Council","The Industrial Injuries Advisory Council (IIAC) is an independent scientific advisory body that looks at industrial injuries benefit and how it is administered. IIAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","news","Read our minutes","https://www.gov.uk/government/organisations/industrial-injuries-advisory-council/about/membership#our-meetings-and-minutes"
"Industrial Injuries Advisory Council","The Industrial Injuries Advisory Council (IIAC) is an independent scientific advisory body that looks at industrial injuries benefit and how it is administered. IIAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","news","Read our calls for additional research evidence","https://www.gov.uk/government/organisations/industrial-injuries-advisory-council/about/research#calls-for-additional-research-evidence"
"Social Security Advisory Committee","SSAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","service","Read our consultations","https://www.gov.uk/government/publications?keywords=&publication_filter_option=consultations&topics%5B%5D=all&departments%5B%5D=social-security-advisory-committee&official_document_status=all&world_locations%5B%5D=all&from_date=&to_date="
"Social Security Advisory Committee","SSAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","service","Read our independent reports","https://www.gov.uk/government/publications?keywords=&publication_filter_option=independent-reports&topics%5B%5D=all&departments%5B%5D=social-security-advisory-committee&official_document_status=all&world_locations%5B%5D=all&from_date=&to_date="
"Social Security Advisory Committee","SSAC is an advisory non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"advisory_ndpb","service","Read our meeting minutes","https://www.gov.uk/government/publications/social-security-advisory-committee-minutes-of-meetings"
"Health and Safety Executive","The Health and Safety Executive (HSE) is Britain’s national regulator for workplace health and safety. It prevents work-related death, injury and ill health. HSE is an executive non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"executive_ndpb","news","no_featured_links",NA
"The Pensions Advisory Service","The Pensions Advisory Service (TPAS) gave information and guidance to members of the public on state, company and personal pensions. It helped any member of the public who had a problem with their occupational or private pension arrangement.",FALSE,"executive_ndpb","news","no_featured_links",NA
"The Pensions Regulator","The Pensions Regulator (TPR) is the UK regulator of work-based pension schemes. It works with trustees, employers, pension specialists and business advisers, giving guidance on what is expected of them. TPR is an executive non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"executive_ndpb","news","no_featured_links",NA
"The Pension Protection Fund Ombudsman","PPFO is a tribunal of the Department for Work and Pensions .",FALSE,"tribunal","news","no_featured_links",NA
"The Pensions Ombudsman","The Pensions Ombudsman (PO) impartially investigates complaints from members of pension schemes (including personal pensions) or their beneficiaries, employers or trustees. As the Pension Protection Fund Ombudsman, the same person investigates complaints about the way people and their cases have been handled by the Pension Protection Fund and conducts appeals against decisions issued by the Financial Assistance Scheme. PO is a tribunal of the Department for Work and Pensions .",FALSE,"tribunal","news","no_featured_links",NA
"Remploy Ltd","Following the exit of Remploy Employment Services to the private sector, the Disabled People’s Employment Corporation manages its residual assets and liabilities.",FALSE,"executive_ndpb","news","no_featured_links",NA
"Independent Living Fund","On 6 March 2014, the government announced it would close the ILF on 30 June 2015. From 1 July 2015 responsibility for supporting ILF users in England passed to local authorities. Users in Wales will initially have their awards administered from the Welsh Independent Living Grant. Users in England and Wales should contact their local authority if they need to discuss their care and support arrangements. The newly created ILF Scotland administers payments to users in Scotland and Northern Ireland – ILF Scotland, Denholm House, Almondvale Business Park, Almondvale Way, Livingston, EH54 6GA – email: enquiries@ILF.scot",FALSE,"executive_ndpb","news","ILF information for existing users","https://www.gov.uk/independent-livingfund"
"Independent Case Examiner","The Independent Case Examiner reviews complaints about certain government organisations that deal with benefits, work and financial support. ICE works with the Department for Work and Pensions .",FALSE,"other","news","Complain about the Department for Work and Pensions (DWP)","https://www.gov.uk/government/organisations/department-for-work-pensions/about/complaints-procedure"
"Independent Case Examiner","The Independent Case Examiner reviews complaints about certain government organisations that deal with benefits, work and financial support. ICE works with the Department for Work and Pensions .",FALSE,"other","news","Complain about the Child Support Agency (CSA) or Child Maintenance Service","https://www.gov.uk/child-maintenance/complaints-and-appeals"
"Independent Case Examiner","The Independent Case Examiner reviews complaints about certain government organisations that deal with benefits, work and financial support. ICE works with the Department for Work and Pensions .",FALSE,"other","news","Complain about an organisation that provides a service on behalf of DWP","https://www.gov.uk/government/organisations/department-for-work-pensions/about/complaints-procedure#complaining-about-an-organisation-that-provides-a-service-for-dwp"
"Office for Disability Issues","We support the development of policies to remove inequality between disabled and non-disabled people.",TRUE,"sub_organisation","news","Disability rights","https://www.gov.uk/browse/disabilities/rights"
"Office for Disability Issues","We support the development of policies to remove inequality between disabled and non-disabled people.",TRUE,"sub_organisation","news","Equality Act guidance","https://www.gov.uk/equality-act-2010-guidance"
"Office for Disability Issues","We support the development of policies to remove inequality between disabled and non-disabled people.",TRUE,"sub_organisation","news","Financial help if you're disabled","https://www.gov.uk/financial-help-disabled"
"Disabled People’s Employment Corporation (GB) Ltd","The Disabled People’s Employment Corporation (DPEC) entered (solvent) members’ voluntary liquidation on 7 October 2017. The liquidators are PricewaterhouseCoopers. For information or questions about DPEC, email dpec.enquiries@dwp.gov.uk. DPEC is an executive non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"executive_ndpb","news","no_featured_links",NA
"BPDTS Ltd","BPDTS Ltd was a digital technology company which had been set up to provide specialist digital technology services to the Department for Work and Pensions (DWP). In September 2019 the government announced following an independent review, that it intended to close down BPDTS Ltd and create a single, stronger digital function for DWP within the department. On 1 July 2021 BPDTS Ltd employees transferred into the DWP to become part of this new digital function. The BPDTS Ltd company is now being closed down. Follow DWP Digital for more information about DWP’s new digital function.",FALSE,"other","news","BPDTS Our Insights","https://bpdtsinsights.blog.gov.uk/"
"BPDTS Ltd","BPDTS Ltd was a digital technology company which had been set up to provide specialist digital technology services to the Department for Work and Pensions (DWP). In September 2019 the government announced following an independent review, that it intended to close down BPDTS Ltd and create a single, stronger digital function for DWP within the department. On 1 July 2021 BPDTS Ltd employees transferred into the DWP to become part of this new digital function. The BPDTS Ltd company is now being closed down. Follow DWP Digital for more information about DWP’s new digital function.",FALSE,"other","news","LinkedIn","https://www.linkedin.com/company/bpdts-limited"
"BPDTS Ltd","BPDTS Ltd was a digital technology company which had been set up to provide specialist digital technology services to the Department for Work and Pensions (DWP). In September 2019 the government announced following an independent review, that it intended to close down BPDTS Ltd and create a single, stronger digital function for DWP within the department. On 1 July 2021 BPDTS Ltd employees transferred into the DWP to become part of this new digital function. The BPDTS Ltd company is now being closed down. Follow DWP Digital for more information about DWP’s new digital function.",FALSE,"other","news","Twitter","https://twitter.com/BPDTS_Ltd"
"Remploy Pension Scheme Trustees Ltd ","Remploy Pension Scheme Trustees Ltd is the trustee for the Remploy Ltd Pension and Assurance Scheme, the pension scheme for employees of the Disabled Persons’ Employment Corporation Ltd (previously known as Remploy Ltd) prior to 4 June 2015. Remploy Pension Scheme Trustees Ltd is a private company limited by guarantee without share capital and incorporated in 2011. The Department for work and Pensions is the principal employer for the pension scheme. Remploy Pension Scheme Trustees Ltd works with the Department for Work and Pensions .",FALSE,"other","news","no_featured_links",NA
"Money and Pensions Service","The Money and Pensions Service (MaPS) replaces the 3 existing providers of government-sponsored financial guidance – the Money Advice Service, the Pensions Advisory Service and Pension Wise. It provides free and impartial debt advice, money guidance and pension guidance to members of the public. The organisation was set up as the Single Financial Guidance Body (SFGB) on 1 October 2018. It was renamed the Money and Pensions Service (MaPS) in April 2019. MaPS is an executive non-departmental public body, sponsored by the Department for Work and Pensions .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","MHRA guidance on Coronavirus (COVID-19)","https://www.gov.uk/government/collections/mhra-guidance-on-coronavirus-covid-19"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","MHRA guidance on transition","https://www.gov.uk/government/collections/mhra-post-transition-period-information"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Alerts, recalls and safety information: medicines and medical devices","https://www.gov.uk/drug-device-alerts"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Drug Safety Update","https://www.gov.uk/drug-safety-update"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Yellow Card: Report a problem with a medicine or medical device","https://www.gov.uk/yellowcard"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Marketing authorisations and licensing guidance","https://www.gov.uk/medicines-medical-devices-blood/marketing-authorisations-variations-licensing"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Patient information leaflets and summaries of product characteristics ","https://www.gov.uk/pil-spc"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Public assessment reports","https://www.gov.uk/pars-safety-pars"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Medical devices regulation and safety","https://www.gov.uk/medicines-medical-devices-blood/medical-devices-regulation-safety"
"Medicines and Healthcare products Regulatory Agency","The Medicines and Healthcare products Regulatory Agency regulates medicines, medical devices and blood components for transfusion in the UK. MHRA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","service","Contact MHRA","https://www.gov.uk/contact-mhra"
"Care Quality Commission","The Care Quality Commission (CQC) regulates all health and social care services in England. The commission ensures the quality and safety of care in hospitals, dentists, ambulances, and care homes, and the care given in people’s own homes. CQC is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Human Fertilisation and Embryology Authority","The Human Fertilisation and Embryology Authority (HEFA) oversees the use of gametes and embryos in fertility treatment and research. It licenses fertility clinics and centres carrying out in vitro fertilisation (IVF), other assisted conception procedures and human embryo research. HFEA is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Human Tissue Authority","The Human Tissue Authority (HTA) ensures that human tissue is used safely and ethically, and with proper consent. It regulates organisations that remove, store and use tissue for research, medical treatment, post-mortem examination, teaching and display in public. It approves organ and bone marrow donations from living people. HTA is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Monitor","From 1 April, Monitor is part of NHS Improvement.",FALSE,"executive_ndpb","news","Find us at NHS Improvement","https://improvement.nhs.uk/"
"Monitor","From 1 April, Monitor is part of NHS Improvement.",FALSE,"executive_ndpb","news","NHS foundation trusts' performance","https://www.gov.uk/government/publications/nhs-foundation-trust-directory/nhs-foundation-trust-directory"
"National Institute for Health and Care Excellence","The National Institute for Health and Care Excellence (NICE) provides national guidance and advice to improve health and social care. NICE is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Public Health England","",TRUE,"executive_agency","news","PHE regions, local centres and emergency contacts","https://www.gov.uk/government/collections/contacts-public-health-england-regions-local-centres-and-emergency"
"Public Health England","",TRUE,"executive_agency","news","Health protection A to Z","https://www.gov.uk/health-protection"
"Public Health England","",TRUE,"executive_agency","news","Immunisation","https://www.gov.uk/government/collections/immunisation"
"Public Health England","",TRUE,"executive_agency","news","PHE data and analysis tools","https://www.gov.uk/guidance/phe-data-and-analysis-tools"
"Public Health England","",TRUE,"executive_agency","news","Population screening programmes","https://www.gov.uk/population-screening-programmes"
"Health Research Authority","The Health Research Authority (HRA) protects and promotes the interests of patients and the public in health research. HRA is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"NHS Trust Development Authority","The NHS Trust Development Authority (NHS TDA) will be responsible for overseeing the performance management and governance of NHS Trusts, including clinical quality, and managing their progress towards foundation trust status.",FALSE,"executive_ndpb","news","no_featured_links",NA
"NHS Blood and Transplant","NHS Blood and Transplant (NHSBT) is responsible for the supply of blood, organs, tissues and stem cells. It collects and supplies blood to hospitals in England and is the organ donation organisation for the UK. NHSBT is a special health authority, sponsored by the Department of Health and Social Care .",FALSE,"special_health_authority","news","no_featured_links",NA
"NHS England","NHS England leads the National Health Service (NHS) in England. We promote high quality health and care for all through the NHS Long Term Plan. We support NHS organisations to work in partnership to deliver better outcomes for our patients and communities and provide value for taxpayers. We are working to make the NHS an employer of excellence and to enable NHS patients to benefit from world-leading research, innovation, and technology. To deliver the NHS Long Term Plan, NHS England will balance national direction with local autonomy to secure the best outcomes for patients. Through our seven regional teams, we support local integrated care systems (ICS) to improve the health of the population, improve the quality of care, tackle inequalities and deliver care more efficiently. Prior to 1 April 2013, NHS England was known as the NHS Commissioning Board. NHS England is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"NHS Litigation Authority","The NHS Litigation Authority (NHSLA) manages negligence and other claims against the NHS in England on behalf of its member organisations. Our aim is to help resolve disputes fairly; share learning about risks and standards in the NHS and help to improve safety for patients and staff.",FALSE,"executive_ndpb","news","Latest news from the NHS Litigation Authority","http://www.nhsla.com/CurrentActivity/Pages/Home.aspx"
"Advisory Committee on Clinical Excellence Awards","The Advisory Committee on Clinical Excellence Awards (ACCEA) advises health ministers on the presentation of clinical excellence awards to consultants working in the NHS.",FALSE,"advisory_ndpb","news","no_featured_links",NA
"Administration of Radioactive Substances Advisory Committee","ARSAC advises the licensing authorities on applications from practitioners, employers and researchers who want to use radioactive substances on people. ARSAC works with the Department of Health and Social Care .",FALSE,"other","news","Submit a research application","https://www.gov.uk/how-and-when-to-submit-research-applications-to-arsac"
"British Pharmacopoeia Commission","British Pharmacopoeia (BP) provides official standards for pharmaceutical substances and medicinal products. British Pharmacopoeia Commission is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"advisory_ndpb","news","no_featured_links",NA
"Commission on Human Medicines","The Commission on Human Medicines (CHM) advises ministers on the safety, efficacy and quality of medicinal products. CHM is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"advisory_ndpb","service","no_featured_links",NA
"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment","The Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment (COM) assesses and advises on mutagenic risks to humans. COM is an advisory non-departmental public body, sponsored by the Department of Health and Social Care and the Food Standards Agency .",FALSE,"advisory_ndpb","news","no_featured_links",NA
"Independent Reconfiguration Panel","The Independent Reconfiguration Panel provides expert advice to ministers about reconfigurations or significant service change within the NHS in England. IRP is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"advisory_ndpb","service","The Local Authority (Public Health, Health and Wellbeing Boards and Health Scrutiny) Regulations 2013","https://www.legislation.gov.uk/uksi/2013/218/contents/made"
"Independent Reconfiguration Panel","The Independent Reconfiguration Panel provides expert advice to ministers about reconfigurations or significant service change within the NHS in England. IRP is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"advisory_ndpb","service","Advice to local authorities on health scrutiny","https://www.gov.uk/government/publications/advice-to-local-authorities-on-scrutinising-health-services"
"Independent Reconfiguration Panel","The Independent Reconfiguration Panel provides expert advice to ministers about reconfigurations or significant service change within the NHS in England. IRP is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"advisory_ndpb","service","Health overview and scrutiny committee principles for working with integrated care systems","https://www.gov.uk/government/publications/health-overview-and-scrutiny-committee-principles/health-overview-and-scrutiny-committee-principles"
"Review Body on Doctors' and Dentists' Remuneration","The Review Body on Doctors’ and Dentists’ Remuneration (DDRB) advises government on rates of pay for doctors and dentists. DDRB is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",TRUE,"advisory_ndpb","news","no_featured_links",NA
"NHS Pay Review Body","The NHS Pay Review Body (NHSPRB) advises on the pay of NHS staff. NHSPRB is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",TRUE,"advisory_ndpb","news","no_featured_links",NA
"Broadmoor Hospital investigation","The Board of West London Mental Health NHS Trust (WLMHT) and the Department of Health (DH) commissioned this investigation into the role Jimmy Savile played at Broadmoor following allegations that he sexually abused patients.",FALSE,"sub_organisation","news","no_featured_links",NA
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","Information and data catalogue","http://www.hscic.gov.uk/searchcatalogue"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","IT infrastructure, information systems and standards","http://systems.hscic.gov.uk/"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","Bespoke and routine services","http://www.hscic.gov.uk/services"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","Indicator portal","http://www.hscic.gov.uk/indicatorportal"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","Collecting data","http://www.hscic.gov.uk/collectingdata"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","Information governance","http://systems.hscic.gov.uk/infogov"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","For the public","http://www.hscic.gov.uk/article/3768/For-the-public"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","Support and guidance","http://www.hscic.gov.uk/supportandguidance"
"Health and Social Care Information Centre","We are the national provider of information, data and IT systems for commissioners, analysts and clinicians in health and social care.",FALSE,"executive_ndpb","service","News","http://www.hscic.gov.uk/news-and-events"
"Health Education England","Health Education England (HEE) is the new national leadership organisation for education, training and workforce development in the health sector. HEE is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"Morecambe Bay Investigation","The Morecambe Bay Investigation was commissioned by DH but worked completely independently of the department to look at the maternity and neonatal services in University Hospitals Morecambe Bay NHS Foundation Trust.",FALSE,"other","news","no_featured_links",NA
"National Information Board","The role of the National Information Board is to put data and technology safely to work for patients, service users, citizens and the professionals who serve them. The NIB brings together national health and care organisations from the NHS, public health, clinical science, social care and local government, along with appointed independent representatives to develop the strategic priorities for data and technology.",FALSE,"other","news","NIB meeting papers","https://app.box.com/s/ou6341f35q4d4b61mok4"
