,Abbr,Organisation,Body,service,Servicetype,URL,Servicedesc,Customertype,Businesmodel,Comments,201212,201212digital,201303,201303digital,201306,201306digital,201309,201309digital,201312,201312digital,201403,201403digital,201406,201406digital,201409,201409digital,201412,201412digital,201503,201503digital,201506,201506digital,201509,201509digital,201512,201512digital,201603,201603digital,201606,201606digital,201609,201609digital,201612,201612digital,201703,201703digital,max_observed
121,DCMS,Department for Culture Media and Sport,British Film Institute,BFI Film Fund: applications,Requesting benefits payments or loans,http://www.bfi.org.uk/supportingukfilm/fundingfilmmakers,Data for applications for National Lottery funded grants managed by the British Film Institute for the production development exhibition and distribution of film projects support of archive and film education and skills.,Business,Taxpayers,,,,,,,,1214,1214,1298,1298,1228,1228,1055,1055,1032,1032,947,947,1145,1145,1157,1157,,,,,,,,,,,,,,,1298
430,Home Office,Home Office,HM Passport Office,Receipt and processing of overseas marriage or civil partnership certificates,Providing information,,Data for receipt and processing of overseas civil partnership or marriage certificates at the General Register Office. ,Individuals,Taxpayers,,1700,0,1165,0,1200,0,1191,0,1213,0,1248,0,1190,0,1140,0,789,0,408,0,241,0,28,0,5,0,2,0,0,0,,,,0,,0,1700
75,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Well Operations Notification System (WONS): consents and notifications,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,Data for consents and notifications under the Well Operations Notification System (WONS).,Business,Taxpayers,,316,,316,316,1082,,1110,,1114,,1055,,1085,,1109,,1084,,1117,,1055,,,,,,1204,,,,,,,,,,1204
435,MoD,Ministry of Defence,Navy Command  Queen's Harbour Master (QHM),Personal watercraft licence applications,Providing information,http://www.qhm.mod.uk/portsmouth/leisure/pwcapply/,Data for applications for a licence to waterski jetski or windsurf within QHM dockyard ports.,Business,Taxpayers,,1000,,,,,,1067,,2200,85,95,95,122,,126,126,,,,,,,,,,,,,,,,,,,,,2200
379,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Emergency passport applications when abroad,Requesting a licence or consent,,Data for emergency passport applications from UK citizens needing to leave a country but having no passport.,Individuals,Fees and charges,,,,,,,,1006,,1002,,1013,,1039,,727,,791,,829,0,893,0,697,0,806,0,795,0,696,0,,,,,,,1039
201,Defra,Department for Environment Food and Rural Affairs,Centre for Environment Fisheries and Aquaculture Science,Registrations of fisheries and cropping waters,Registering,https://www.gov.uk/fishandshellfishfarmauthorisationandregistration,Data for applications to register a fishery or cropping water in England and Wales  registered sites can apply to stock or remove fish.,Business,Taxpayers,,,,,,,,962,0,914,0,863,0,846,0,801,0,762,0,744,0,880,0,937,0,996,0,1061,0,956,0,928,0,895,,877,,1061
154,Defra,Department for Environment Food and Rural Affairs,Animal and Plant Health Agency,Welfare in transit: journey log applications ,Requesting information,,Data for journey log applications processed.,Individuals,[not provided],,,,,,,,900,,844,,809,0,840,0,856,0,892,0,863,0,940,0,944,0,965,0,994,,1060,,1132,0,1221,0,1287,0,1287
61,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: requests to correct a name or address,Amending/deleting information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for requests to correct a name or address in a patent (F20).,Business,Fees and charges,,1309,,1309,,,,898,,956,0,982,0,1014,0,1011,0,941,0,949,0,990,0,999,0,997,0,1039,0,1639,0,1636,0,1730,0,1759,0,1759
188,Defra,Department for Environment Food and Rural Affairs,Rural Payments Agency,Internal market school milk subsidy,Requesting benefits payments or loans,,Data for internal market school milk subsidy.,Business,Taxpayers,,672,,,,900,,878,,875,,907,,949,,911,,896,,884,,857,,860,,878,,889,,850,,873,,876,,807,,949
95,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Oil Pollution Prevention and Control Regulations 2005: noncompliance notifications,Requesting information,,Data for submissions of OPPC noncompliance notification forms to say that there has been a breach of their OPPC permit application. ,Business,[not provided],,,,,,,,840,,831,,765,,740,,756,,735,,700,,646,,506,,464,,484,,496,,,,,,,,840
107,BEIS,Department for Business Energy and Industrial Strategy,Ofgem,Renewables Obligation: accreditations,Registering,https://www.renewablesandchp.ofgem.gov.uk/,Data for Renewables Obligation accreditations issued by Ofgem.,Business,Taxpayers,,220,220,650,650,650,650,830,830,1394,1394,2111,2111,3270,,4373,,,,,,7361,7361,7431,7431,7991,7991,7536,,7397,,,,,,,,7991
85,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Field production flaring and venting consents,Requesting a licence or consent,https://www.og.decc.gov.uk/portal.htm,Data for field production flaring and venting consents.,Business,Taxpayers,,420,,732,732,768,,791,,786,,785,,757,,760,,803,,895,,965,,,,,,894,,,,,,,,,,965
192,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,Logbook inspections for fishing vessels,Providing information,,Data for inspections of logbooks for fishing vessels mandatory online for larger boats and optional for smaller vessels. ,Business,Fees and charges,,85,,2655,,,,761,,957,,1384,,1717,,2232,,2373,,2249,,,,,,491,,,,,,,,,,,,2655
408,Home Office,Home Office,Home Office,Controlled drugs and precursor chemicals: domestic licences issued,Requesting a licence or consent,,Data for electronic and hard copy applications and licences issued.,Business,Taxpayers,,600,,750,,750,,750,,750,0,750,0,748,0,748,0,750,0,904,0,1041,0,1259,0,1430,0,1434,0,1482,0,1480,0,1533,0,1673,0,1673
84,BEIS,Department for Business Energy and Industrial Strategy,Ofgem,Renewals Obligation Order FeedIn Tariff (ROOFIT) accreditation,Requesting a licence or consent,https://www.ofgem.gov.uk/environmentalprogrammes/feedtarifffitscheme/applyingfeedtariff/roofit,Data for ROOFIT accreditations issued by Ofgem.,Business,Taxpayers,,350,350,800,,800,,741,,905,905,1046,1046,1390,,1903,,,,,,3418,3418,2799,2799,3251,3251,3293,3293,3586,3586,,,,,,,3586
98,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Petroleum licence administration,Amending/deleting information,https://www.gov.uk/oilandgaspetroleumlicensingguidance,Data for the administration of petroleum licences.,Business,Taxpayers,,550,,576,576,728,,713,,660,,689,,650,,650,,621,,605,,581,,,,,,550,,,,,,,,,,728
367,DWP,Department for Work and Pensions,Department for Work and Pensions,Reduced Earnings Allowance: existing claims,Requesting benefits payments or loans,https://www.gov.uk/reducedearningsallowance,Data for existing claimants of Reduced Earnings Allowance.,Individuals,Taxpayers,The number of transactions per quarter is no longer available.,1000,0,1000,,700,,700,0,700,0,700,0,700,0,,0,,,,0,,,,,,,,,,0,,0,,0,,0,1000
295,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Medicines and Healthcare Regulatory Agency (MHRA) licence: change of ownership,Requesting a licence or consent,https://services.intralinks.com/logon.html?clientID=3997623225,Data for submissions from the pharmaceutical industry to MHRA for change of licence ownership.,Business,[not provided],,,,,,600,303,695,,762,,669,,649,,603,,486,,699,,768,,1082,,1121,,1022,,989,,805,,830,,793,,1121
176,Defra,Department for Environment Food and Rural Affairs,Centre for Environment Fisheries and Aquaculture Science,Exports for live fish shellfish and crustacean movements,Providing information,,Data for applications to export fish shellfish or crustacea out of England and Wales.,Business,Taxpayers,,,,,,,,693,,801,,718,,687,,675,,485,,490,,483,0,440,0,425,0,392,0,366,0,386,0,363,,334,,801
72,BEIS,Department for Business Energy and Industrial Strategy,Insolvency Service,Updates to insolvency practitioner details,Providing information,https://www.gov.uk/government/organisations/insolvencyservice,Data for updates to insolvency practitioner details.,Business,Fees and charges,The volumes represent the number of updates per IP but not the volume of transactional updates. One IP update can represent thousands of transactional amendments,1700,0,1700,0,,,666,0,,,722,,743,0,908,0,884,0,897,0,787,0,556,0,547,0,561,0,551,0,622,0,639,0,661,0,1700
63,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: requests to extend a prescribed time limit,Requesting a licence or consent,https://www.gov.uk/filedocumentspendingpatent,Data for requests to extend a prescribed time limit (F52).,Business,Fees and charges,,659,,659,,651,,635,,627,0,585,0,453,0,453,0,475,0,482,0,507,0,525,0,529,0,473,0,459,0,457,0,479,0,537,0,659
38,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Notices of defence and counterstatements,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for notices of defence and counterstatements (TM8).,Business,Fees and charges,,519,,519,,548,,587,,600,0,588,0,655,0,630,0,713,0,839,0,854,0,857,0,852,0,811,0,815,0,929,0,944,0,1014,0,1014
126,DCMS,Department for Culture Media and Sport,Gambling Commission,Gambling Commission: operating licence amendments,Requesting a licence or consent,http://www.gamblingcommission.gov.uk/Licensingcomplianceenforcement/Mostusedforms.aspx,Data for amendments to Gambling Commission operating licences.,Business,[not provided],,,,,,,,570,0,529,0,502,0,519,0,551,3,558,6,,,,,,,,,,,,,,,,,,,570
400,HMT,HM Treasury,Financial Conduct Authority,Voluntary surrenders of an existing consumer credit licence,Providing information,,Data for voluntary surrenders of an existing consumer credit licence.,Business,Taxpayers,The Office of Fair Trading was responsible for protecting consumer interests throughout the UK until it closed on 1 April 2014. Responsibility for Consumer Credit licensing and Money Laundering supervision now lies with the Financial Conduct Authority and HMRC.,500,,555,,524,,563,,737,,826,,967,,,,,,,,,,,,,,,,,,,,,,,,967
202,Defra,Department for Environment Food and Rural Affairs,Animal and Plant Health Agency,Issues of import licences for research samples,Requesting a licence or consent,http://www.defra.gov.uk/animaltrade/importsnoneu/,Data for issues of licences authorising the import of research samples.,Business,Taxpayers,,40000,,,,,,559,0,496,0,461,0,469,,419,0,384,,345,,311,,325,,371,0,403,0,417,0,432,0,424,0,422,0,40000
389,HMRC,HM Revenue and Customs,HM Revenue and Customs,Duty Deferment electronic statements,Requesting information,,Data for electronic payments (excluding direct debit) for deferred import duties paid by traders.,Business,Taxpayers,,1008,1008,,,,,529,263,843,577,1131,865,1112,1112,1140,1140,1096,1096,1100,1100,1142,1142,1079,1079,1005,1005,962,,869,,641,,445,,196,0,1142
53,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Requests for an extension of time to resolve filing deficiencies etc,Requesting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests for an extension of time  to resolve filing deficiencies deal with postpub issues or retrospectively extend deadline (TM9).,Business,Fees and charges,,768,,768,,502,,520,,465,0,493,0,433,0,399,0,427,0,343,0,365,0,335,0,310,0,291,0,288,0,280,0,299,0,345,0,768
73,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Well Operations Notification System (WONS): applications,Providing information,,Data for applications for the Well Operations Notification System (WONS).,Business,[not provided],,,,395,,502,,507,,511,,495,,479,,440,,433,,437,,464,,,,,,484,,,,,,,,,,511
409,Home Office,Home Office,HM Passport Office,Licences for marriage and civil partnership,Requesting a licence or consent,,Data for licences issued for marriage and civil partnership.,Business,Taxpayers,,460,0,435,0,440,0,478,0,498,0,523,0,525,0,531,0,521,0,524,0,537,0,561,0,576,0,569,0,612,0,610,0,613,0,611,0,613
77,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Energy Act 2008 part 4a: applications for consent to locate,Requesting a licence or consent,,Data for applications for consent to locaate oil and gas offshore installations under the Energy Act 2008 part 4a.,Business,Taxpayers,,187,,209,,209,0,433,,141,,262,,,,320,,396,,409,,298,,295,,304,,,,,,,0,,,,,433
112,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Stewardship production efficiency returns,Providing information,https://www.og.decc.gov.uk/portal.htm,Data for stewardships production efficiency returns for oil and gas fields submitted by operators.,Business,Taxpayers,,292,,305,305,362,,427,,356,,540,,364,,220,,199,,3,,0,,,,,,,,,,,,,,,,540
64,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: requests to merge applications or registrations,Amending/deleting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests to merge applications or registrations (TM17).,Business,Fees and charges,,489,,489,,459,,388,,247,0,89,0,91,0,96,0,97,0,133,0,166,0,195,0,216,0,216,0,201,0,184,0,175,0,155,0,489
270,DHSC,Department of Health and Social Care,Human Tissue Authority,Human Tissue Authority: orders for body donation packs,Ordering goods,,Data for orders for packs containing information about body donation.,Individuals,Taxpayers,,,,,,,,387,,386,,362,,312,,216,,177,,161,,180,,155,,111,,,,78,,71,,140,,216,,387
12,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: applications to record or cancel a registrable transaction under the Madrid Protocol,Amending/deleting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to record or cancel a registrable transaction other than assignment or licence or to cancel a notifiable transaction under the Madrid Protocol (TM24).,Business,Fees and charges,,400,,400,,367,,381,,392,0,300,0,329,0,293,0,272,0,315,0,280,0,293,0,310,0,298,0,297,0,282,0,261,0,272,0,400
330,DIT,Department for International Trade,UK Export Finance,Provision of export credit guarantees and insurance policies,Providing information,https://www.gov.uk/government/organisations/ukexportfinance,Data for provision of export credit guarantees and insurance policies.,Business,Taxpayers,A digital channel for this service is in development.,72,,129,,138,,368,0,450,0,530,0,619,0,680,0,670,0,644,0,588,0,545,0,533,0,557,0,593,0,571,0,556,0,500,0,680
186,Defra,Department for Environment Food and Rural Affairs,Rural Payments Agency,Internal market private storage aid,Requesting benefits payments or loans,,Data for internal market private storage aid.,Business,Taxpayers,,918,,,,400,,349,,216,,124,,133,,134,,110,,58,,33,,41,,48,,114,,247,,364,,472,,483,,918
101,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Petroleum Operations Notice PON 14 (habitats regulations) applications,Requesting a licence or consent,,Data for applications to carry out marine or geophysical surveys (PON 14a and 14b).,Business,Taxpayers,,338,,,,329,0,332,,351,,348,,,,270,,251,,222,,171,,154,,129,,,,,,,,,,,,351
173,Defra,Department for Environment Food and Rural Affairs,Marine Management Organisation,European Fisheries Fund applications,Requesting benefits payments or loans,https://www.gov.uk/applyforaeuropeanfisheriesfundgrant,Data for applications for grants from the European Fisheries Fund.,Business,Fees and charges,,300,,504,,,,316,,318,,323,,326,,489,,474,,453,,359,,124,,51,,,,,,,,,,,,504
402,Home Office,Home Office,HM Passport Office,Reduced notice period for marriage or civil partnership,Requesting a licence or consent,,Data for applications to reduce to the 15 day notice period for marriage or civil partnership.,Business,Taxpayers,,350,0,278,0,290,0,314,0,294,0,298,0,303,0,298,0,287,0,283,0,334,0,516,0,703,0,830,0,892,0,853,0,857,0,808,0,892
284,DHSC,Department of Health and Social Care,Care Quality Commission,Care Quality Commission: application withdrawals by providers and managers,Providing information,http://www.cqc.org.uk/organisationsweregulate/registeredservices/makingchangesyourregistration,Data for application withdrawals by CQC providers and managers.,Business,[not provided],,,,,,338,,313,,275,,321,,330,,413,,598,,672,,732,,749,,648,,663,0,663,0,685,0,756,0,800,0,800
94,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Oil pollution emergency plans,Providing information,,Data for OPEPs submitted setting out arrangements for responding to incidents that cause or may cause oil pollution in the sea.,Business,Taxpayers,OPEPs are submitted under two sets of regulations  Merchant shipping (oil pollution preparedness response cooperation convention) regulations 1998 and The Offshore Installations (Emergency Pollution Control) Regulations 2002. ,399,,,,757,,296,,332,,346,,305,,327,,318,,291,,307,,329,,385,,462,,518,,,,,,,,757
413,Home Office,Home Office,HM Passport Office,Apply for a gender recognition certificate,Registering,https://www.gov.uk/applygenderrecognitioncertificate/applyingtothegenderrecognitionpanel,Data for applications for a gender recognition certificate.,Individuals,Taxpayers,,240,0,350,0,190,0,295,0,312,0,277,0,280,0,237,0,207,0,213,0,220,0,258,0,286,0,285,0,285,0,272,0,313,0,293,0,350
290,DHSC,Department of Health and Social Care,Human Tissue Authority,Human Tissue Authority inspections,Requesting information,,Data for Human Tissue Authority inspections and subsequent feedback reports.,Business,[not provided],,,,,,,,272,,255,,225,,228,,202,,210,,209,,192,,188,,182,,,,185,,175,,,,,,272
307,DHSC,Department of Health and Social Care,NHS Digital,Requests for data from the 1939 Register Service,Requesting information,http://www.hscic.gov.uk/registerservice,Data for requests for data held by the Register Service on over 30 million people living in England and Wales in 1939. ,Business,Fees and charges,,,,,,,,264,,280,,290,,275,,243,,234,,231,,240,,239,,,,,,,,,,,,,,290
334,DWP,Department for Work and Pensions,Health and Safety Executive,Applications for approval of a pesticide,Requesting a licence or consent,https://www.hse.gov.uk/forms/pesticide/index.htm,Data for applications to gain approval for either a product or active substance which is regulated under the Control of Pesticides Regulations (COPR).,Business,Fees and charges,,,,298,,,,261,,248,,252,,225,,245,,265,,254,,244,,226,,274,,319,,458,,562,0,494,0,437,0,562
329,DHSC,Department of Health and Social Care,Human Fertilisation and Embryology Authority,Orders for the Human Fertilisation and Embryology Authority's guide to IVF,Ordering goods,http://www.hfea.gov.uk/fertilitytreatmentguide.html,Data for orders for Human Fertilisation and Embryology Authority's 'Getting Started' guide to IVF.,Individuals,[not provided],,,,,,,,260,,645,,1907,,2215,,2134,,1794,,567,,1901,,1939,,1939,,2013,,371,,268,,268,,268,,2215
42,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Notices to surrender a registration,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for notices to surrender a registration (TM22).,Business,Fees and charges,,204,,204,,248,,252,,268,0,268,0,266,0,240,0,254,0,249,0,244,0,285,0,305,0,316,0,315,0,330,0,300,0,299,0,330
406,Home Office,Home Office,Home Office,Domestic licensing compliance visits (controlled drugs),Requesting a licence or consent,,Data for domestic licensing compliance visits (controlled drugs).,Business,Fees and charges,,800,0,250,0,250,0,250,0,250,0,250,0,250,0,251,0,250,0,250,0,264,0,278,0,306,0,332,0,380,0,472,0,547,0,602,0,800
129,DCMS,Department for Culture Media and Sport,Gambling Commission,Applications for an operating gambling licence ,Requesting a licence or consent,http://www.gamblingcommission.gov.uk/licensing_compliance__enfo/licensing.aspx,Data applications for an operating gambling licence.,Business,Taxpayers,,,,,,,,249,0,235,0,219,0,223,9,235,28,436,234,,,,,,,,,,,,,,,,,,,436
40,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Notices of partial surender of spec of goods and services for which the mark is registered,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for notices of partial surender of spec of goods and services for which a trade mark is registered (TM23).,Business,Fees and charges,,190,,190,,238,,247,,252,0,228,0,222,0,199,0,182,0,198,0,216,0,234,0,266,0,286,0,272,0,279,0,288,0,275,0,288
387,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Registrations of a death abroad,Registering,https://www.gov.uk/registeradeath,Data for applications to register a death abroad with the General Register Office in the UK.,Individuals,Fees and charges,,,,,,236,,238,,246,,283,,295,,281,,218,,223,0,165,0,116,0,45,0,13,0,2,0,,,,,,,295
14,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications to record licences against trade marks,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to record licences against trade marks.,Business,Fees and charges,,183,,183,,220,,237,,246,0,339,0,297,0,271,0,248,0,144,0,131,0,128,0,131,0,132,0,139,0,143,0,161,0,156,0,339
309,DHSC,Department of Health and Social Care,Human Fertilisation and Embryology Authority,Applications for information from the register,Registering,http://www.hfea.gov.uk/1975.html,Data for applications for information from the Human Fertilisation and Embryology Authority (HFEA) register.,Individuals,[not provided],,,,,,,,221,,232,,222,,241,,247,,255,,257,,,,270,,285,,285,,268,,260,,260,,260,,285
90,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Energy infrastructure: necessary wayleave applications,Requesting a licence or consent,https://www.og.decc.gov.uk/EIP.htm,Data for applications for use of land for electricty lines on the Energy Infrastructure Portal.,Business,Taxpayers,,300,,300,261,201,,219,,223,,234,,247,,256,,275,,307,,323,,,,,,1032,,,,,,,,,,1032
292,DHSC,Department of Health and Social Care,Human Tissue Authority,Human Tissue Authority licence variations,Requesting information,,Data for changes to licences including address changes.,Business,[not provided],,,,,,,,212,,198,,223,,243,,240,,232,,230,,222,,275,,268,,,,181,,150,,,,,,275
414,Home Office,Home Office,HM Passport Office,Parental Order Register applications,Registering,https://www.gov.uk/becomeachildslegalparent,Data for applications to transfer parenthood from a surrogate to the commissioning couple. ,Individuals,Taxpayers,,130,0,192,0,190,0,198,0,180,0,169,0,182,0,186,0,214,0,216,0,237,0,278,0,313,0,341,0,347,0,334,0,323,0,358,0,358
183,Defra,Department for Environment Food and Rural Affairs,Rural Payments Agency,Internal market fruit and vegetables scheme,Requesting benefits payments or loans,,Data for internal market fruit and vegetables scheme.,Business,Taxpayers,,210,,,,200,,185,,166,,138,,124,,84,,86,,82,,89,,105,,112,,117,,126,,109,,96,,97,,210
340,DWP,Department for Work and Pensions,Health and Safety Executive,Notifications relating to intention to use premises for genetic modification,Providing information,https://www.hse.gov.uk/forms/genetic/index.htm,Data for notifications about using premises for genetic modification received using forms CU1 and CU2.,Business,Taxpayers,,181,,204,,,,185,,175,,,,168,,164,,162,,172,,178,,168,,178,,171,,172,,182,,176,,179,,204
171,Defra,Department for Environment Food and Rural Affairs,Forestry Commission,Forestry: environmental impact assessments,Requesting a licence or consent,http://www.forestry.gov.uk/englandeia,Data for environmental impact assessments submitted to the Forestry Commission.,Business,Taxpayers,,1000,,,,,,184,,180,,147,,109,,101,,80,,,,,,,,,,67,,62,,79,,106,,112,,1000
18,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications to restore a patent,Amending/deleting information,https://www.gov.uk/government/publications/patentformsandfees,Data for applications to restore a patent (F16).,Business,Fees and charges,,228,,228,,185,,175,,186,0,189,0,319,0,347,0,339,0,333,0,196,0,193,0,204,0,200,0,208,0,201,0,188,0,186,0,347
103,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Pipeline works: authorisations and variations,Requesting a licence or consent,,Data for authorisations and variations to authorisations for pipeline works.,Business,Fees and charges,,240,,175,,175,,175,,177,,171,,150,,207,,170,,190,,160,,281,,,,,,,,,,,,,,281
382,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Maritime services (consular),Requesting information,,Data for maritime services (consular).,Individuals,Taxpayers,,,,,,,,175,,228,,244,,262,,90,,89,,78,0,60,0,58,0,5,0,0,0,0,0,,,,,,,262
89,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Applications under the Marine and Coastal Access Act,Requesting a licence or consent,,Data for applications under the Marine and Coastal Access Act.,Business,Taxpayers,,105,,,,175,,170,,,,16,,16,,43,,64,,82,,92,,,,,,162,,,,,,,,,,175
54,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: requests for extension to the cooling off period,Requesting a licence or consent,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests for extension to the cooling off period (TM9E).,Business,Fees and charges,,96,,96,,88,,159,,173,0,143,0,175,0,143,0,157,0,217,0,209,0,228,0,235,0,232,0,242,0,267,0,253,0,261,0,267
92,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Noncompliance notifications under the Offshore Chemicals Regulations 2002,Providing information,,Data for noncompliance notifications submitted by operators to DECC when they have breached their permit issued under the Offshore Chemicals Regulations 2002.,Business,[not provided],,,,,,,,158,,170,,169,,166,,159,,164,,158,,150,,140,,119,,110,,87,,,,,,,,170
96,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Energy infrastructure: overhead electricity line consents,Requesting a licence or consent,https://www.og.decc.gov.uk/EIP.htm,Data for applications for consent for overhead electricity lines on the Energy Infrastructure Portal.,Business,Taxpayers,,250,,250,,118,,146,,147,,158,,190,,234,,283,,328,,335,,,,1516,,379,,,,,,,,,,1516
10,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications to declare invalid a registration or a protected international trade mark,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to declare invalid a registration or a protected international trade mark (TM26l).,Business,Fees and charges,,141,,141,,163,,137,,134,0,147,0,139,0,159,0,202,0,215,51,222,51,220,51,185,51,182,0,181,0,172,0,171,0,158,0,222
283,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Applications to the Advisory Committee on Borderline Substances to class products as borderline,Requesting a licence or consent,http://www.mhra.gov.uk/Howweregulate/Medicines/Doesmyproductneedalicence/Borderlineproducts/AdvisoryCommitteeonBorderlineSubstances/AdvisoryCommitteeonBorderlineSubstancesCertificateRequestForm/index.htm,Data for manufacturer applications for products to be considered by the Advisory Committee as possible borderline products.,Business,[not provided],,,,,,232,232,137,,146,,153,,150,,120,,86,,61,,31,,33,,27,,17,,19,,15,,15,,10,,232
131,DCMS,Department for Culture Media and Sport,Gambling Commission,Applications for a remote gambling licence,Requesting a licence or consent,http://www.gamblingcommission.gov.uk/licensing_compliance__enfo/licensing.aspx,Data for applications for a remote gambling licence.,Business,Taxpayers,,,,,,,,126,0,123,0,117,0,125,5,134,21,328,206,,,,,,,,,,,,,,,,,,,328
19,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications to revoke a registration or a protected international trade mark for reasons of nonuse,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to revoke a registration or a protected international trade mark for reasons of nonuse (TM26N).,Business,Fees and charges,,136,,136,,125,,125,,121,0,135,0,107,0,134,0,159,0,156,0,190,0,176,0,153,0,166,0,164,0,158,0,179,0,247,0,247
102,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Pipeline deposit consents,Requesting a licence or consent,,Data for consents for pipeline deposits.,Business,Fees and charges,,88,,,,142,,122,,152,,134,,86,,142,,183,,215,,212,,294,,,,,,,,,,,,,,294
274,DHSC,Department of Health and Social Care,NHS Digital,Court orders for data disclosure,Requesting information,,Data for handling cases where solicitors submit court orders for data disclosure.,Business,[not provided],,,,,,,,119,,,,110,,125,,124,,138,,168,,159,,163,,180,,152,,148,,145,,111,,138,,180
60,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Requests to be informed of future events relating to a patent application or patent (caveat),Requesting information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for requests to be informed of future events relating to a patent application or patent (caveat) (F49).,Business,Fees and charges,,143,,143,,129,,118,,77,0,71,0,75,0,81,0,103,0,85,0,84,0,95,0,110,0,123,0,133,0,124,0,116,0,131,0,143
272,DHSC,Department of Health and Social Care,Human Tissue Authority,Human Tissue Authority: corrective and preventative action (CAPA),Requesting information,,Data for CAPA plans that contain measures that need to be taken to address any identified minor or major shortfall.,[not provided],Taxpayers,,,,,,,,115,,93,,95,,95,,94,,98,,99,,85,,92,,100,,,,276,,244,,,,,,276
93,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Offshore Combustion Installation Permits (PPC),Requesting a licence or consent,,Data for permits for offshore combustion installations.,Business,Fees and charges,,63,,,,122,,107,,86,,54,,,,49,,53,,78,,63,,66,,52,,,,,,,,,,,,122
281,DHSC,Department of Health and Social Care,NHS Digital,Tracing Service,Requesting information,,Data for tracing individuals using demographic data to help charities establish contact. ,Business,[not provided],,,,,,,,106,,123,,113,,101,,34,,0,,0,,0,,0,,,,,,,,,,,,,,123
190,Defra,Department for Environment Food and Rural Affairs,Centre for Environment Fisheries and Aquaculture Science,Licences to introduce or keep nonnative fish shellfish or crustacea,Requesting a licence or consent,https://www.gov.uk/nonnativefishandshellfish,Data for applications for licences to keep any non native fish shellfish or crustacea including lobsters and crayfish.,Business,Taxpayers,,,,,,,,101,0,116,0,139,0,150,0,152,0,173,0,171,0,130,0,110,0,58,0,25,0,25,0,29,0,23,,16,,173
